date,phase,weekday,pnl,is_thursday
2022-10-27,backtest_1000_obs,Thursday,-0.634561,True
2022-10-28,backtest_1000_obs,Friday,2.158964,False
2022-10-31,backtest_1000_obs,Monday,-0.256194,False
2022-11-01,backtest_1000_obs,Tuesday,0.346049,False
2022-11-02,backtest_1000_obs,Wednesday,-0.385733,False
2022-11-03,backtest_1000_obs,Thursday,-0.273407,True
2022-11-04,backtest_1000_obs,Friday,1.144246,False
2022-11-07,backtest_1000_obs,Monday,0.024048,False
2022-11-08,backtest_1000_obs,Tuesday,1.197665,False
2022-11-09,backtest_1000_obs,Wednesday,0.267518,False
2022-11-10,backtest_1000_obs,Thursday,-1.395818,True
2022-11-11,backtest_1000_obs,Friday,-0.410396,False
2022-11-14,backtest_1000_obs,Monday,-0.667584,False
2022-11-15,backtest_1000_obs,Tuesday,1.759821,False
2022-11-16,backtest_1000_obs,Wednesday,1.46101,False
2022-11-17,backtest_1000_obs,Thursday,0.031476,True
2022-11-18,backtest_1000_obs,Friday,1.69419,False
2022-11-21,backtest_1000_obs,Monday,0.439466,False
2022-11-22,backtest_1000_obs,Tuesday,1.123015,False
2022-11-23,backtest_1000_obs,Wednesday,1.106446,False
2022-11-24,backtest_1000_obs,Thursday,1.605084,True
2022-11-25,backtest_1000_obs,Friday,0.031627,False
2022-11-28,backtest_1000_obs,Monday,-0.74168,False
2022-11-29,backtest_1000_obs,Tuesday,-0.746598,False
2022-11-30,backtest_1000_obs,Wednesday,1.106381,False
2022-12-01,backtest_1000_obs,Thursday,-0.218876,True
2022-12-02,backtest_1000_obs,Friday,-1.038139,False
2022-12-05,backtest_1000_obs,Monday,0.861156,False
2022-12-06,backtest_1000_obs,Tuesday,-0.67381,False
2022-12-07,backtest_1000_obs,Wednesday,-0.917181,False
2022-12-08,backtest_1000_obs,Thursday,-0.46901,True
2022-12-09,backtest_1000_obs,Friday,-0.797329,False
2022-12-12,backtest_1000_obs,Monday,-0.292091,False
2022-12-13,backtest_1000_obs,Tuesday,0.619457,False
2022-12-14,backtest_1000_obs,Wednesday,-0.571906,False
2022-12-15,backtest_1000_obs,Thursday,0.52781,True
2022-12-16,backtest_1000_obs,Friday,1.200662,False
2022-12-19,backtest_1000_obs,Monday,-0.217812,False
2022-12-20,backtest_1000_obs,Tuesday,-1.272109,False
2022-12-21,backtest_1000_obs,Wednesday,0.405447,False
2022-12-22,backtest_1000_obs,Thursday,0.1293,True
2022-12-23,backtest_1000_obs,Friday,0.384492,False
2022-12-26,backtest_1000_obs,Monday,-1.26863,False
2022-12-27,backtest_1000_obs,Tuesday,0.992152,False
2022-12-28,backtest_1000_obs,Wednesday,-0.37685,False
2022-12-29,backtest_1000_obs,Thursday,-1.031222,True
2022-12-30,backtest_1000_obs,Friday,0.307168,False
2023-01-02,backtest_1000_obs,Monday,0.511345,False
2023-01-03,backtest_1000_obs,Tuesday,0.650559,False
2023-01-04,backtest_1000_obs,Wednesday,0.208985,False
2023-01-05,backtest_1000_obs,Thursday,0.778719,True
2023-01-06,backtest_1000_obs,Friday,-1.353119,False
2023-01-09,backtest_1000_obs,Monday,0.369449,False
2023-01-10,backtest_1000_obs,Tuesday,-0.506895,False
2023-01-11,backtest_1000_obs,Wednesday,0.322904,False
2023-01-12,backtest_1000_obs,Thursday,-0.793576,True
2023-01-13,backtest_1000_obs,Friday,0.715729,False
2023-01-16,backtest_1000_obs,Monday,0.926757,False
2023-01-17,backtest_1000_obs,Tuesday,0.963304,False
2023-01-18,backtest_1000_obs,Wednesday,-0.748647,False
2023-01-19,backtest_1000_obs,Thursday,0.895308,True
2023-01-20,backtest_1000_obs,Friday,0.985014,False
2023-01-23,backtest_1000_obs,Monday,0.147586,False
2023-01-24,backtest_1000_obs,Tuesday,-0.04986,False
2023-01-25,backtest_1000_obs,Wednesday,0.082526,False
2023-01-26,backtest_1000_obs,Thursday,0.279917,True
2023-01-27,backtest_1000_obs,Friday,1.003698,False
2023-01-30,backtest_1000_obs,Monday,2.261724,False
2023-01-31,backtest_1000_obs,Tuesday,-0.201067,False
2023-02-01,backtest_1000_obs,Wednesday,0.441128,False
2023-02-02,backtest_1000_obs,Thursday,0.258204,True
2023-02-03,backtest_1000_obs,Friday,1.082149,False
2023-02-06,backtest_1000_obs,Monday,1.727767,False
2023-02-07,backtest_1000_obs,Tuesday,-0.853481,False
2023-02-08,backtest_1000_obs,Wednesday,-0.924855,False
2023-02-09,backtest_1000_obs,Thursday,1.097847,True
2023-02-10,backtest_1000_obs,Friday,2.134827,False
2023-02-13,backtest_1000_obs,Monday,0.326585,False
2023-02-14,backtest_1000_obs,Tuesday,1.311921,False
2023-02-15,backtest_1000_obs,Wednesday,-0.379245,False
2023-02-16,backtest_1000_obs,Thursday,1.164267,True
2023-02-17,backtest_1000_obs,Friday,-0.93897,False
2023-02-20,backtest_1000_obs,Monday,0.319106,False
2023-02-21,backtest_1000_obs,Tuesday,1.807297,False
2023-02-22,backtest_1000_obs,Wednesday,1.81401,False
2023-02-23,backtest_1000_obs,Thursday,0.649905,True
2023-02-24,backtest_1000_obs,Friday,-0.530264,False
2023-02-27,backtest_1000_obs,Monday,0.647588,False
2023-02-28,backtest_1000_obs,Tuesday,0.987216,False
2023-03-01,backtest_1000_obs,Wednesday,0.180501,False
2023-03-02,backtest_1000_obs,Thursday,1.375151,True
2023-03-03,backtest_1000_obs,Friday,-0.991229,False
2023-03-06,backtest_1000_obs,Monday,0.22008,False
2023-03-07,backtest_1000_obs,Tuesday,0.800062,False
2023-03-08,backtest_1000_obs,Wednesday,-0.006504,False
2023-03-09,backtest_1000_obs,Thursday,-2.09479,True
2023-03-10,backtest_1000_obs,Friday,-0.43052,False
2023-03-13,backtest_1000_obs,Monday,-1.097236,False
2023-03-14,backtest_1000_obs,Tuesday,-0.111987,False
2023-03-15,backtest_1000_obs,Wednesday,-0.523201,False
2023-03-16,backtest_1000_obs,Thursday,-1.078503,True
2023-03-17,backtest_1000_obs,Friday,0.905619,False
2023-03-20,backtest_1000_obs,Monday,1.512354,False
2023-03-21,backtest_1000_obs,Tuesday,-0.73499,False
2023-03-22,backtest_1000_obs,Wednesday,-0.439555,False
2023-03-23,backtest_1000_obs,Thursday,-0.958428,True
2023-03-24,backtest_1000_obs,Friday,0.716343,False
2023-03-27,backtest_1000_obs,Monday,-0.303809,False
2023-03-28,backtest_1000_obs,Tuesday,1.067977,False
2023-03-29,backtest_1000_obs,Wednesday,-1.48564,False
2023-03-30,backtest_1000_obs,Thursday,-0.028266,True
2023-03-31,backtest_1000_obs,Friday,-0.71204,False
2023-04-03,backtest_1000_obs,Monday,-0.145668,False
2023-04-04,backtest_1000_obs,Tuesday,-0.335471,False
2023-04-05,backtest_1000_obs,Wednesday,-3.001055,False
2023-04-06,backtest_1000_obs,Thursday,-1.394236,True
2023-04-07,backtest_1000_obs,Friday,-1.045993,False
2023-04-10,backtest_1000_obs,Monday,0.338737,False
2023-04-11,backtest_1000_obs,Tuesday,0.860413,False
2023-04-12,backtest_1000_obs,Wednesday,0.758651,False
2023-04-13,backtest_1000_obs,Thursday,-0.380835,True
2023-04-14,backtest_1000_obs,Friday,-1.318108,False
2023-04-17,backtest_1000_obs,Monday,-0.072413,False
2023-04-18,backtest_1000_obs,Tuesday,-1.90473,False
2023-04-19,backtest_1000_obs,Wednesday,1.296064,False
2023-04-20,backtest_1000_obs,Thursday,-1.299625,True
2023-04-21,backtest_1000_obs,Friday,-0.48863,False
2023-04-24,backtest_1000_obs,Monday,-2.507178,False
2023-04-25,backtest_1000_obs,Tuesday,0.355907,False
2023-04-26,backtest_1000_obs,Wednesday,-0.476704,False
2023-04-27,backtest_1000_obs,Thursday,-1.150047,True
2023-04-28,backtest_1000_obs,Friday,1.632861,False
2023-05-01,backtest_1000_obs,Monday,-1.536182,False
2023-05-02,backtest_1000_obs,Tuesday,0.513969,False
2023-05-03,backtest_1000_obs,Wednesday,0.36522,False
2023-05-04,backtest_1000_obs,Thursday,1.67422,True
2023-05-05,backtest_1000_obs,Friday,-1.436509,False
2023-05-08,backtest_1000_obs,Monday,-1.141782,False
2023-05-09,backtest_1000_obs,Tuesday,-1.221337,False
2023-05-10,backtest_1000_obs,Wednesday,1.826669,False
2023-05-11,backtest_1000_obs,Thursday,1.325117,True
2023-05-12,backtest_1000_obs,Friday,-2.383247,False
2023-05-15,backtest_1000_obs,Monday,0.101217,False
2023-05-16,backtest_1000_obs,Tuesday,-1.565312,False
2023-05-17,backtest_1000_obs,Wednesday,0.341962,False
2023-05-18,backtest_1000_obs,Thursday,0.215443,True
2023-05-19,backtest_1000_obs,Friday,2.882253,False
2023-05-22,backtest_1000_obs,Monday,-0.237756,False
2023-05-23,backtest_1000_obs,Tuesday,1.279245,False
2023-05-24,backtest_1000_obs,Wednesday,-0.118659,False
2023-05-25,backtest_1000_obs,Thursday,0.858787,True
2023-05-26,backtest_1000_obs,Friday,-0.402927,False
2023-05-29,backtest_1000_obs,Monday,1.517866,False
2023-05-30,backtest_1000_obs,Tuesday,-0.216188,False
2023-05-31,backtest_1000_obs,Wednesday,-1.504524,False
2023-06-01,backtest_1000_obs,Thursday,1.735465,True
2023-06-02,backtest_1000_obs,Friday,0.295563,False
2023-06-05,backtest_1000_obs,Monday,0.845311,False
2023-06-06,backtest_1000_obs,Tuesday,0.147099,False
2023-06-07,backtest_1000_obs,Wednesday,0.916355,False
2023-06-08,backtest_1000_obs,Thursday,-0.093381,True
2023-06-09,backtest_1000_obs,Friday,0.105889,False
2023-06-12,backtest_1000_obs,Monday,-0.215298,False
2023-06-13,backtest_1000_obs,Tuesday,1.827997,False
2023-06-14,backtest_1000_obs,Wednesday,0.527923,False
2023-06-15,backtest_1000_obs,Thursday,-0.042497,True
2023-06-16,backtest_1000_obs,Friday,0.110787,False
2023-06-19,backtest_1000_obs,Monday,-1.159617,False
2023-06-20,backtest_1000_obs,Tuesday,-1.234375,False
2023-06-21,backtest_1000_obs,Wednesday,0.132236,False
2023-06-22,backtest_1000_obs,Thursday,-0.672081,True
2023-06-23,backtest_1000_obs,Friday,-1.079277,False
2023-06-26,backtest_1000_obs,Monday,0.098025,False
2023-06-27,backtest_1000_obs,Tuesday,-0.001273,False
2023-06-28,backtest_1000_obs,Wednesday,1.838223,False
2023-06-29,backtest_1000_obs,Thursday,1.162929,True
2023-06-30,backtest_1000_obs,Friday,1.372338,False
2023-07-03,backtest_1000_obs,Monday,-1.252419,False
2023-07-04,backtest_1000_obs,Tuesday,-1.140361,False
2023-07-05,backtest_1000_obs,Wednesday,1.548658,False
2023-07-06,backtest_1000_obs,Thursday,2.086358,True
2023-07-07,backtest_1000_obs,Friday,-0.065493,False
2023-07-10,backtest_1000_obs,Monday,0.763915,False
2023-07-11,backtest_1000_obs,Tuesday,0.686269,False
2023-07-12,backtest_1000_obs,Wednesday,-0.015476,False
2023-07-13,backtest_1000_obs,Thursday,0.83602,True
2023-07-14,backtest_1000_obs,Friday,0.19181,False
2023-07-17,backtest_1000_obs,Monday,0.530379,False
2023-07-18,backtest_1000_obs,Tuesday,1.646937,False
2023-07-19,backtest_1000_obs,Wednesday,-0.583008,False
2023-07-20,backtest_1000_obs,Thursday,-0.69628,True
2023-07-21,backtest_1000_obs,Friday,-0.773324,False
2023-07-24,backtest_1000_obs,Monday,-0.572382,False
2023-07-25,backtest_1000_obs,Tuesday,0.111634,False
2023-07-26,backtest_1000_obs,Wednesday,0.608697,False
2023-07-27,backtest_1000_obs,Thursday,1.123323,True
2023-07-28,backtest_1000_obs,Friday,-0.827947,False
2023-07-31,backtest_1000_obs,Monday,-1.247241,False
2023-08-01,backtest_1000_obs,Tuesday,1.294967,False
2023-08-02,backtest_1000_obs,Wednesday,0.771612,False
2023-08-03,backtest_1000_obs,Thursday,-1.936515,True
2023-08-04,backtest_1000_obs,Friday,-1.775894,False
2023-08-07,backtest_1000_obs,Monday,0.59222,False
2023-08-08,backtest_1000_obs,Tuesday,0.404726,False
2023-08-09,backtest_1000_obs,Wednesday,-0.576856,False
2023-08-10,backtest_1000_obs,Thursday,1.086932,True
2023-08-11,backtest_1000_obs,Friday,-0.801678,False
2023-08-14,backtest_1000_obs,Monday,-0.161337,False
2023-08-15,backtest_1000_obs,Tuesday,-0.071642,False
2023-08-16,backtest_1000_obs,Wednesday,-0.339682,False
2023-08-17,backtest_1000_obs,Thursday,-0.016367,True
2023-08-18,backtest_1000_obs,Friday,1.711051,False
2023-08-21,backtest_1000_obs,Monday,1.279746,False
2023-08-22,backtest_1000_obs,Tuesday,-2.761419,False
2023-08-23,backtest_1000_obs,Wednesday,0.55842,False
2023-08-24,backtest_1000_obs,Thursday,-1.813388,True
2023-08-25,backtest_1000_obs,Friday,0.048904,False
2023-08-28,backtest_1000_obs,Monday,2.51443,False
2023-08-29,backtest_1000_obs,Tuesday,2.181226,False
2023-08-30,backtest_1000_obs,Wednesday,-1.897463,False
2023-08-31,backtest_1000_obs,Thursday,-0.129152,True
2023-09-01,backtest_1000_obs,Friday,-0.405758,False
2023-09-04,backtest_1000_obs,Monday,-0.104568,False
2023-09-05,backtest_1000_obs,Tuesday,0.865973,False
2023-09-06,backtest_1000_obs,Wednesday,0.209021,False
2023-09-07,backtest_1000_obs,Thursday,1.335742,True
2023-09-08,backtest_1000_obs,Friday,-0.826155,False
2023-09-11,backtest_1000_obs,Monday,0.749658,False
2023-09-12,backtest_1000_obs,Tuesday,-0.156979,False
2023-09-13,backtest_1000_obs,Wednesday,0.512088,False
2023-09-14,backtest_1000_obs,Thursday,0.246383,True
2023-09-15,backtest_1000_obs,Friday,2.031023,False
2023-09-18,backtest_1000_obs,Monday,-1.251621,False
2023-09-19,backtest_1000_obs,Tuesday,-0.380815,False
2023-09-20,backtest_1000_obs,Wednesday,0.71449,False
2023-09-21,backtest_1000_obs,Thursday,0.794634,True
2023-09-22,backtest_1000_obs,Friday,-1.3933,False
2023-09-25,backtest_1000_obs,Monday,0.024403,False
2023-09-26,backtest_1000_obs,Tuesday,-0.267154,False
2023-09-27,backtest_1000_obs,Wednesday,-0.421474,False
2023-09-28,backtest_1000_obs,Thursday,0.081292,True
2023-09-29,backtest_1000_obs,Friday,1.64149,False
2023-10-02,backtest_1000_obs,Monday,-0.155381,False
2023-10-03,backtest_1000_obs,Tuesday,0.129633,False
2023-10-04,backtest_1000_obs,Wednesday,0.797118,False
2023-10-05,backtest_1000_obs,Thursday,-1.417536,True
2023-10-06,backtest_1000_obs,Friday,-2.2984,False
2023-10-09,backtest_1000_obs,Monday,0.380765,False
2023-10-10,backtest_1000_obs,Tuesday,-1.926334,False
2023-10-11,backtest_1000_obs,Wednesday,0.031742,False
2023-10-12,backtest_1000_obs,Thursday,1.693345,True
2023-10-13,backtest_1000_obs,Friday,-0.42369,False
2023-10-16,backtest_1000_obs,Monday,-0.263869,False
2023-10-17,backtest_1000_obs,Tuesday,-0.390242,False
2023-10-18,backtest_1000_obs,Wednesday,0.053653,False
2023-10-19,backtest_1000_obs,Thursday,-0.142618,True
2023-10-20,backtest_1000_obs,Friday,0.79662,False
2023-10-23,backtest_1000_obs,Monday,0.540903,False
2023-10-24,backtest_1000_obs,Tuesday,-1.160794,False
2023-10-25,backtest_1000_obs,Wednesday,-1.949747,False
2023-10-26,backtest_1000_obs,Thursday,-0.403,True
2023-10-27,backtest_1000_obs,Friday,-0.550341,False
2023-10-30,backtest_1000_obs,Monday,1.185552,False
2023-10-31,backtest_1000_obs,Tuesday,0.271736,False
2023-11-01,backtest_1000_obs,Wednesday,0.670944,False
2023-11-02,backtest_1000_obs,Thursday,0.985877,True
2023-11-03,backtest_1000_obs,Friday,-0.345608,False
2023-11-06,backtest_1000_obs,Monday,0.615481,False
2023-11-07,backtest_1000_obs,Tuesday,-0.25051,False
2023-11-08,backtest_1000_obs,Wednesday,0.250507,False
2023-11-09,backtest_1000_obs,Thursday,0.691374,True
2023-11-10,backtest_1000_obs,Friday,-1.524116,False
2023-11-13,backtest_1000_obs,Monday,-0.108163,False
2023-11-14,backtest_1000_obs,Tuesday,1.996352,False
2023-11-15,backtest_1000_obs,Wednesday,2.334383,False
2023-11-16,backtest_1000_obs,Thursday,0.138445,True
2023-11-17,backtest_1000_obs,Friday,-0.887967,False
2023-11-20,backtest_1000_obs,Monday,0.361374,False
2023-11-21,backtest_1000_obs,Tuesday,-1.596718,False
2023-11-22,backtest_1000_obs,Wednesday,-1.028258,False
2023-11-23,backtest_1000_obs,Thursday,-0.640782,True
2023-11-24,backtest_1000_obs,Friday,-0.297339,False
2023-11-27,backtest_1000_obs,Monday,-1.338334,False
2023-11-28,backtest_1000_obs,Tuesday,-0.419266,False
2023-11-29,backtest_1000_obs,Wednesday,-0.258736,False
2023-11-30,backtest_1000_obs,Thursday,0.28505,True
2023-12-01,backtest_1000_obs,Friday,0.163132,False
2023-12-04,backtest_1000_obs,Monday,-0.700163,False
2023-12-05,backtest_1000_obs,Tuesday,-0.860606,False
2023-12-06,backtest_1000_obs,Wednesday,1.211431,False
2023-12-07,backtest_1000_obs,Thursday,0.458754,True
2023-12-08,backtest_1000_obs,Friday,0.18448,False
2023-12-11,backtest_1000_obs,Monday,0.460091,False
2023-12-12,backtest_1000_obs,Tuesday,-1.165825,False
2023-12-13,backtest_1000_obs,Wednesday,-0.31811,False
2023-12-14,backtest_1000_obs,Thursday,-0.607481,True
2023-12-15,backtest_1000_obs,Friday,-1.66267,False
2023-12-18,backtest_1000_obs,Monday,-0.787459,False
2023-12-19,backtest_1000_obs,Tuesday,0.19969,False
2023-12-20,backtest_1000_obs,Wednesday,0.324732,False
2023-12-21,backtest_1000_obs,Thursday,0.024954,True
2023-12-22,backtest_1000_obs,Friday,0.869218,False
2023-12-25,backtest_1000_obs,Monday,1.122023,False
2023-12-26,backtest_1000_obs,Tuesday,-1.288317,False
2023-12-27,backtest_1000_obs,Wednesday,-0.888307,False
2023-12-28,backtest_1000_obs,Thursday,-2.760276,True
2023-12-29,backtest_1000_obs,Friday,-0.462976,False
2024-01-01,backtest_1000_obs,Monday,1.68107,False
2024-01-02,backtest_1000_obs,Tuesday,0.031908,False
2024-01-03,backtest_1000_obs,Wednesday,-0.83816,False
2024-01-04,backtest_1000_obs,Thursday,-0.828145,True
2024-01-05,backtest_1000_obs,Friday,-1.884117,False
2024-01-08,backtest_1000_obs,Monday,-0.24134,False
2024-01-09,backtest_1000_obs,Tuesday,-0.738279,False
2024-01-10,backtest_1000_obs,Wednesday,-0.898929,False
2024-01-11,backtest_1000_obs,Thursday,1.205728,True
2024-01-12,backtest_1000_obs,Friday,0.268104,False
2024-01-15,backtest_1000_obs,Monday,-1.427209,False
2024-01-16,backtest_1000_obs,Tuesday,-1.46109,False
2024-01-17,backtest_1000_obs,Wednesday,0.953261,False
2024-01-18,backtest_1000_obs,Thursday,1.75902,True
2024-01-19,backtest_1000_obs,Friday,-0.084225,False
2024-01-22,backtest_1000_obs,Monday,0.395015,False
2024-01-23,backtest_1000_obs,Tuesday,1.523892,False
2024-01-24,backtest_1000_obs,Wednesday,-0.70801,False
2024-01-25,backtest_1000_obs,Thursday,2.638269,True
2024-01-26,backtest_1000_obs,Friday,1.416817,False
2024-01-29,backtest_1000_obs,Monday,0.325928,False
2024-01-30,backtest_1000_obs,Tuesday,0.736282,False
2024-01-31,backtest_1000_obs,Wednesday,1.042996,False
2024-02-01,backtest_1000_obs,Thursday,0.863576,True
2024-02-02,backtest_1000_obs,Friday,-0.079065,False
2024-02-05,backtest_1000_obs,Monday,0.137727,False
2024-02-06,backtest_1000_obs,Tuesday,1.529824,False
2024-02-07,backtest_1000_obs,Wednesday,-1.265915,False
2024-02-08,backtest_1000_obs,Thursday,1.400076,True
2024-02-09,backtest_1000_obs,Friday,-0.296537,False
2024-02-12,backtest_1000_obs,Monday,0.928056,False
2024-02-13,backtest_1000_obs,Tuesday,0.233954,False
2024-02-14,backtest_1000_obs,Wednesday,0.786625,False
2024-02-15,backtest_1000_obs,Thursday,0.161366,True
2024-02-16,backtest_1000_obs,Friday,0.547219,False
2024-02-19,backtest_1000_obs,Monday,-0.494563,False
2024-02-20,backtest_1000_obs,Tuesday,1.324832,False
2024-02-21,backtest_1000_obs,Wednesday,1.118614,False
2024-02-22,backtest_1000_obs,Thursday,-0.131757,True
2024-02-23,backtest_1000_obs,Friday,-1.692517,False
2024-02-26,backtest_1000_obs,Monday,-1.45045,False
2024-02-27,backtest_1000_obs,Tuesday,-1.5012,False
2024-02-28,backtest_1000_obs,Wednesday,-0.118399,False
2024-02-29,backtest_1000_obs,Thursday,-0.288859,True
2024-03-01,backtest_1000_obs,Friday,0.107156,False
2024-03-04,backtest_1000_obs,Monday,0.291644,False
2024-03-05,backtest_1000_obs,Tuesday,0.260041,False
2024-03-06,backtest_1000_obs,Wednesday,-0.080352,False
2024-03-07,backtest_1000_obs,Thursday,-0.27295,True
2024-03-08,backtest_1000_obs,Friday,0.990243,False
2024-03-11,backtest_1000_obs,Monday,0.925857,False
2024-03-12,backtest_1000_obs,Tuesday,-0.312807,False
2024-03-13,backtest_1000_obs,Wednesday,-1.134812,False
2024-03-14,backtest_1000_obs,Thursday,0.381374,True
2024-03-15,backtest_1000_obs,Friday,0.28432,False
2024-03-18,backtest_1000_obs,Monday,-0.588228,False
2024-03-19,backtest_1000_obs,Tuesday,0.654595,False
2024-03-20,backtest_1000_obs,Wednesday,0.84422,False
2024-03-21,backtest_1000_obs,Thursday,-0.071251,True
2024-03-22,backtest_1000_obs,Friday,0.342029,False
2024-03-25,backtest_1000_obs,Monday,0.005146,False
2024-03-26,backtest_1000_obs,Tuesday,1.257422,False
2024-03-27,backtest_1000_obs,Wednesday,0.712873,False
2024-03-28,backtest_1000_obs,Thursday,0.99999,True
2024-03-29,backtest_1000_obs,Friday,0.730078,False
2024-04-01,backtest_1000_obs,Monday,0.51829,False
2024-04-02,backtest_1000_obs,Tuesday,2.188918,False
2024-04-03,backtest_1000_obs,Wednesday,0.640996,False
2024-04-04,backtest_1000_obs,Thursday,0.498812,True
2024-04-05,backtest_1000_obs,Friday,0.47776,False
2024-04-08,backtest_1000_obs,Monday,2.201905,False
2024-04-09,backtest_1000_obs,Tuesday,0.389842,False
2024-04-10,backtest_1000_obs,Wednesday,1.331888,False
2024-04-11,backtest_1000_obs,Thursday,-0.20993,True
2024-04-12,backtest_1000_obs,Friday,0.44515,False
2024-04-15,backtest_1000_obs,Monday,-0.996202,False
2024-04-16,backtest_1000_obs,Tuesday,0.048754,False
2024-04-17,backtest_1000_obs,Wednesday,0.4682,False
2024-04-18,backtest_1000_obs,Thursday,-0.953723,True
2024-04-19,backtest_1000_obs,Friday,1.639562,False
2024-04-22,backtest_1000_obs,Monday,-0.890151,False
2024-04-23,backtest_1000_obs,Tuesday,1.502411,False
2024-04-24,backtest_1000_obs,Wednesday,-1.266759,False
2024-04-25,backtest_1000_obs,Thursday,0.37156,True
2024-04-26,backtest_1000_obs,Friday,0.318259,False
2024-04-29,backtest_1000_obs,Monday,1.099824,False
2024-04-30,backtest_1000_obs,Tuesday,0.147537,False
2024-05-01,backtest_1000_obs,Wednesday,1.322286,False
2024-05-02,backtest_1000_obs,Thursday,-0.791408,True
2024-05-03,backtest_1000_obs,Friday,-1.07614,False
2024-05-06,backtest_1000_obs,Monday,0.111908,False
2024-05-07,backtest_1000_obs,Tuesday,0.138066,False
2024-05-08,backtest_1000_obs,Wednesday,0.353895,False
2024-05-09,backtest_1000_obs,Thursday,-1.397392,True
2024-05-10,backtest_1000_obs,Friday,0.234269,False
2024-05-13,backtest_1000_obs,Monday,-0.439991,False
2024-05-14,backtest_1000_obs,Tuesday,0.717571,False
2024-05-15,backtest_1000_obs,Wednesday,0.033613,False
2024-05-16,backtest_1000_obs,Thursday,0.122274,True
2024-05-17,backtest_1000_obs,Friday,0.388778,False
2024-05-20,backtest_1000_obs,Monday,-0.263699,False
2024-05-21,backtest_1000_obs,Tuesday,-0.487425,False
2024-05-22,backtest_1000_obs,Wednesday,0.720257,False
2024-05-23,backtest_1000_obs,Thursday,-0.502933,True
2024-05-24,backtest_1000_obs,Friday,0.030629,False
2024-05-27,backtest_1000_obs,Monday,0.49214,False
2024-05-28,backtest_1000_obs,Tuesday,-0.643758,False
2024-05-29,backtest_1000_obs,Wednesday,-0.180725,False
2024-05-30,backtest_1000_obs,Thursday,1.417418,True
2024-05-31,backtest_1000_obs,Friday,-0.9285,False
2024-06-03,backtest_1000_obs,Monday,0.212708,False
2024-06-04,backtest_1000_obs,Tuesday,-0.139679,False
2024-06-05,backtest_1000_obs,Wednesday,0.374782,False
2024-06-06,backtest_1000_obs,Thursday,-0.121618,True
2024-06-07,backtest_1000_obs,Friday,0.352331,False
2024-06-10,backtest_1000_obs,Monday,0.607496,False
2024-06-11,backtest_1000_obs,Tuesday,-0.362233,False
2024-06-12,backtest_1000_obs,Wednesday,0.371291,False
2024-06-13,backtest_1000_obs,Thursday,-0.610584,True
2024-06-14,backtest_1000_obs,Friday,2.001989,False
2024-06-17,backtest_1000_obs,Monday,0.902039,False
2024-06-18,backtest_1000_obs,Tuesday,1.068632,False
2024-06-19,backtest_1000_obs,Wednesday,0.819338,False
2024-06-20,backtest_1000_obs,Thursday,-0.141686,True
2024-06-21,backtest_1000_obs,Friday,-0.755136,False
2024-06-24,backtest_1000_obs,Monday,-0.776529,False
2024-06-25,backtest_1000_obs,Tuesday,0.721208,False
2024-06-26,backtest_1000_obs,Wednesday,0.969539,False
2024-06-27,backtest_1000_obs,Thursday,0.131325,True
2024-06-28,backtest_1000_obs,Friday,0.826763,False
2024-07-01,backtest_1000_obs,Monday,-1.641579,False
2024-07-02,backtest_1000_obs,Tuesday,-0.688304,False
2024-07-03,backtest_1000_obs,Wednesday,0.064218,False
2024-07-04,backtest_1000_obs,Thursday,-1.124337,True
2024-07-05,backtest_1000_obs,Friday,0.935474,False
2024-07-08,backtest_1000_obs,Monday,1.827218,False
2024-07-09,backtest_1000_obs,Tuesday,0.703257,False
2024-07-10,backtest_1000_obs,Wednesday,-0.871102,False
2024-07-11,backtest_1000_obs,Thursday,-0.715738,True
2024-07-12,backtest_1000_obs,Friday,-0.302907,False
2024-07-15,backtest_1000_obs,Monday,-0.753818,False
2024-07-16,backtest_1000_obs,Tuesday,1.158339,False
2024-07-17,backtest_1000_obs,Wednesday,1.494787,False
2024-07-18,backtest_1000_obs,Thursday,2.041965,True
2024-07-19,backtest_1000_obs,Friday,0.244934,False
2024-07-22,backtest_1000_obs,Monday,0.509065,False
2024-07-23,backtest_1000_obs,Tuesday,0.048167,False
2024-07-24,backtest_1000_obs,Wednesday,1.633941,False
2024-07-25,backtest_1000_obs,Thursday,-0.27661,True
2024-07-26,backtest_1000_obs,Friday,1.29,False
2024-07-29,backtest_1000_obs,Monday,-0.744163,False
2024-07-30,backtest_1000_obs,Tuesday,-0.063698,False
2024-07-31,backtest_1000_obs,Wednesday,1.430421,False
2024-08-01,backtest_1000_obs,Thursday,-0.127579,True
2024-08-02,backtest_1000_obs,Friday,-0.041913,False
2024-08-05,backtest_1000_obs,Monday,0.731726,False
2024-08-06,backtest_1000_obs,Tuesday,0.833278,False
2024-08-07,backtest_1000_obs,Wednesday,0.414702,False
2024-08-08,backtest_1000_obs,Thursday,1.097223,True
2024-08-09,backtest_1000_obs,Friday,0.461907,False
2024-08-12,backtest_1000_obs,Monday,-0.466633,False
2024-08-13,backtest_1000_obs,Tuesday,0.81132,False
2024-08-14,backtest_1000_obs,Wednesday,-0.944145,False
2024-08-15,backtest_1000_obs,Thursday,0.474211,True
2024-08-16,backtest_1000_obs,Friday,-0.130916,False
2024-08-19,backtest_1000_obs,Monday,0.9858,False
2024-08-20,backtest_1000_obs,Tuesday,0.143245,False
